Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-202733,Cell surface interactions at the vascular wall,38,257,0.016863517,0.999631055,0.999631055,42,65,0.004593315,9606,Homo sapiens,ITGB1;SELPLG;SHC1;SDC2;ITGB3;SDC3;ITGB2;SLC7A11;F11R;CYTH2;GRB14;EPCAM;GPC1;BSG;ITGAX;SIRPA;FYN;ITGAV;CD74;CXADR;TSTD1;CAV1;FN1;TNFRSF10B;ATP1B3;F2;MERTK;PROCR;CEACAM1;COL1A2;SLC7A8;PECAM1;ITGA6;ITGA5;CD47;GAS6;SOS1,,R-HSA-210304;R-HSA-204549;R-HSA-204485;R-HSA-5635741;R-HSA-8870732;R-HSA-202703;R-HSA-202702;R-HSA-204813;R-HSA-114577;R-HSA-204434;R-HSA-202706;R-HSA-202704;R-HSA-202710;R-HSA-204500;R-HSA-375133;R-HSA-375135;R-HSA-210974;R-HSA-202718;R-HSA-202717;R-HSA-375131;R-HSA-202723;R-HSA-210977;R-HSA-202727;R-HSA-202726;R-HSA-2870221;R-HSA-210277;R-HSA-202724;R-HSA-210283;R-HSA-204392;R-HSA-210285;R-HSA-8867240;R-HSA-9679740;R-HSA-210291;R-HSA-210290;R-HSA-141040;R-HSA-204465;R-HSA-5676133;R-HSA-210294;R-HSA-199093;R-HSA-8867135;R-HSA-204600;R-HSA-204861
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,9,94,0.006167979,0.999652077,0.999652077,10,11,7.77E-04,9606,Homo sapiens,SNAPC5;CDK9;GTF2A1;CDK7;HOOK2;TSHZ1;INTS2;TAF9;GTF2F2,,R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6810239;R-HSA-6810238;R-HSA-6814555;R-HSA-6810235;R-HSA-6814554;R-HSA-6810234;R-HSA-6810233
R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,15,131,0.008595801,0.999656878,0.999656878,13,49,0.003462653,9606,Homo sapiens,SLC35A1;ST6GALNAC1;ST6GAL1;ST6GALNAC2;ST8SIA1;SRD5A3;MPI;RENBP;DPM2;GMDS;NEU1;GMPPA;ST3GAL4;GNPNAT1;ST3GAL1,,R-HSA-449734;R-HSA-162721;R-HSA-4084984;R-HSA-4419979;R-HSA-4084980;R-HSA-446221;R-HSA-4084978;R-HSA-532549;R-HSA-727807;R-HSA-6803761;R-HSA-4085033;R-HSA-6787632;R-HSA-4084999
R-HSA-2980736,Peptide hormone metabolism,15,131,0.008595801,0.999656878,0.999656878,17,65,0.004593315,9606,Homo sapiens,ACHE;BCHE;EXOC7;CTSZ;RAB27A;INHBB;PAX6;P3H3;ISL1;DPP4;CLTRN;EXOC3;CTNNB1;EXOC5;SEC11C,,R-HSA-381799;R-HSA-9023627;R-HSA-9023626;R-HSA-422051;R-HSA-9023617;R-HSA-9023171;R-HSA-9023173;R-HSA-400459;R-HSA-9709179;R-HSA-400500;R-HSA-2022381;R-HSA-383313;R-HSA-400496;R-HSA-9023633;R-HSA-9023632;R-HSA-378975;R-HSA-265177
R-HSA-9018679,Biosynthesis of EPA-derived SPMs,1,33,0.002165354,0.999659006,0.999659006,2,17,0.001201329,9606,Homo sapiens,GPX4,,R-HSA-9018895;R-HSA-9018868
R-HSA-1483213,Synthesis of PE,1,33,0.002165354,0.999659006,0.999659006,1,9,6.36E-04,9606,Homo sapiens,PHOSPHO1,,R-HSA-1483096
R-HSA-9033658,Blood group systems biosynthesis,3,52,0.003412073,0.999682358,0.999682358,6,22,0.00155466,9606,Homo sapiens,ST3GAL4;B3GALT4;FUT3,,R-HSA-9605682;R-HSA-9603986;R-HSA-9605600;R-HSA-9603989;R-HSA-9605609;R-HSA-9605644
R-HSA-375280,Amine ligand-binding receptors,3,52,0.003412073,0.999682358,0.999682358,8,36,0.00254399,9606,Homo sapiens,GPR143;HKDC1;ADRB2,,R-HSA-8851298;R-HSA-9654054;R-HSA-9611751;R-HSA-9656244;R-HSA-390674;R-HSA-9611851;R-HSA-9609310;R-HSA-9611852
R-HSA-156581,Methylation,3,52,0.003412073,0.999682358,0.999682358,2,13,9.19E-04,9606,Homo sapiens,N6AMT1;TRMT112;NNMT,,R-HSA-175987;R-HSA-6800149
R-HSA-983705,Signaling by the B Cell Receptor (BCR),25,189,0.012401575,0.999698625,0.999698625,34,45,0.003179987,9606,Homo sapiens,PSMD12;RPN2;SYK;PSMD14;FBXW11;PRKCB;ITPR2;DAPP1;PSMB8;NFKBIA;CD79B;PPP3CA;PSMB7;PSMC5;PSMA1;UBC;PSMD3;ORAI1;FYN;CALM1;SOS1;CD22;CARD11,,R-HSA-9606162;R-HSA-9606163;R-HSA-2025882;R-HSA-1112666;R-HSA-434700;R-HSA-9691421;R-HSA-1168641;R-HSA-1168640;R-HSA-169683;R-HSA-74448;R-HSA-983709;R-HSA-1168643;R-HSA-169680;R-HSA-1168642;R-HSA-983707;R-HSA-9606151;R-HSA-1168644;R-HSA-983703;R-HSA-5690702;R-HSA-983700;R-HSA-5690701;R-HSA-9606159;R-HSA-983696;R-HSA-5690740;R-HSA-1168373;R-HSA-434798;R-HSA-1168376;R-HSA-1168635;R-HSA-1168637;R-HSA-1168638;R-HSA-9606884;R-HSA-5690669;R-HSA-9606894;R-HSA-2025890
R-HSA-8978934,Metabolism of cofactors,5,68,0.004461942,0.999719304,0.999719304,4,28,0.001978659,9606,Homo sapiens,GCHFR;GCH1;NOS3;AKT1;CALM1,,R-HSA-1497796;R-HSA-1474146;R-HSA-1474158;R-HSA-1497784
R-HSA-9757110,Prednisone ADME,1,34,0.002230971,0.999732354,0.999732354,1,14,9.89E-04,9606,Homo sapiens,AKR1C1,,R-HSA-9758682
R-HSA-9658195,Leishmania infection,46,302,0.019816273,0.999738757,0.999738757,59,95,0.006713306,9606,Homo sapiens,GNAZ;WIPF1;ARPC1B;WIPF2;ADCY3;ITPR2;PRKX;TXN;ADCY7;ACTB;GNAI1;PYCARD;GNGT2;PRKAR2B;DVL3;POC1B;HMOX1;FYN;WASF1;PRKACA;GGT1;PRKACB;ACTR3;GGT5;VAV3;ENTPD1;MYO10;SYK;PLK2;ENTPD5;WNT5A;MYO9B;P3H3;GNG12;IL6;MYO1C;ARPC2;GNB2;NOXA1;ELMO1;GNB4;MYH9;CALM1,,R-HSA-9664275;R-HSA-9660819;R-HSA-9664273;R-HSA-2029469;R-HSA-2029466;R-HSA-9664278;R-HSA-2029465;R-HSA-9666458;R-HSA-9660824;R-HSA-9660828;R-HSA-9666435;R-HSA-9673346;R-HSA-9664261;R-HSA-9673349;R-HSA-8850846;R-HSA-2197691;R-HSA-2197690;R-HSA-8851356;R-HSA-9664271;R-HSA-9664270;R-HSA-9664306;R-HSA-163617;R-HSA-8951727;R-HSA-111919;R-HSA-9662781;R-HSA-2130194;R-HSA-111925;R-HSA-111924;R-HSA-266046;R-HSA-111930;R-HSA-877361;R-HSA-2029473;R-HSA-9673296;R-HSA-392129;R-HSA-1861595;R-HSA-844612;R-HSA-434637;R-HSA-1250264;R-HSA-844610;R-HSA-9663426;R-HSA-9673794;R-HSA-169683;R-HSA-74448;R-HSA-169680;R-HSA-9673797;R-HSA-9673284;R-HSA-9673288;R-HSA-1250253;R-HSA-2197698;R-HSA-9662710;R-HSA-442592;R-HSA-9662708;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9666428;R-HSA-1250272;R-HSA-9662823;R-HSA-1250280
R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,3,53,0.00347769,0.999741814,0.999741814,20,29,0.002049325,9606,Homo sapiens,MARVELD3;HADH,,R-HSA-77312;R-HSA-77344;R-HSA-77283;R-HSA-77314;R-HSA-77254;R-HSA-77321;R-HSA-77256;R-HSA-77323;R-HSA-77325;R-HSA-77329;R-HSA-77331;R-HSA-77301;R-HSA-77333;R-HSA-77271;R-HSA-77303;R-HSA-77304;R-HSA-77277;R-HSA-77309;R-HSA-77340;R-HSA-77342
R-HSA-1614558,Degradation of cysteine and homocysteine,3,53,0.00347769,0.999741814,0.999741814,4,23,0.001625327,9606,Homo sapiens,TST;TSTD1;CDO1,,R-HSA-1614618;R-HSA-9013198;R-HSA-1614645;R-HSA-1655879
R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,11,109,0.007152231,0.999757896,0.999757896,11,19,0.001342661,9606,Homo sapiens,NCOA2;CREBBP;MED24;MED10;CARM1;MED19;TBL1X;NR2F2;PPARA;PPARGC1A;TNF,,R-HSA-1183058;R-HSA-560472;R-HSA-560473;R-HSA-560491;R-HSA-560493;R-HSA-560510;R-HSA-381283;R-HSA-381309;R-HSA-1183003;R-HSA-560498;R-HSA-560517
R-HSA-74217,Purine salvage,2,45,0.002952756,0.999778246,0.999778246,2,12,8.48E-04,9606,Homo sapiens,GMPR;ADA,,R-HSA-74241;R-HSA-514604
R-HSA-69278,"Cell Cycle, Mitotic",105,596,0.039107612,0.999779518,0.999779518,293,352,0.024874567,9606,Homo sapiens,CDKN1C;CCNH;CCP110;FOXM1;LMNB1;SMC2;TUBA1B;CDH1;PPP2R5E;TUBB3;AKT2;NUP62;PSMD3;PIM1;AKT1;EMB;CCN1;PRKACA;CCNL1;CEP290;GTSE1;YWHAG;RAB2A;NDC1;NUDC;LIG1;ANAPC7;FBXW11;PRKCB;RFC2;PPP2R5B;KIF23;PRKCA;KNL1;PPP2R5C;TUBG1;LEMD3;SIRT2;CCNA2;CCNA1;TUBB2B;TFDP1;TUBB2A;H2BC15;PSMA1;INCENP;H4C14;CCNE1;KIF20A;CHMP6;CEP20;PPP1R12B;NUP205;POM121;PSMD12;RPN2;PSMD14;RAB1B;PDS5B;AAAS;SKA2;CLN3;PSMB7;DSN1;ORC6;POM121C;NUP85;PRKAR2B;NUP42;UBC;POLD2;CEP72;BUB1;VTI1B;CDKN2D;GINS1;NEK9;H2AZ2;CDKN2B;RPA1;CABLES1;PPP2R3B;WTIP;TUBB4A;PSMB8;POLE4;WEE1;PSMC5;CDK7;CDK6;CENPI;DLC1;TUBGCP3;NCAPD2;NUP37;TUBA8,,R-HSA-375302;R-HSA-156673;R-HSA-69127;R-HSA-8961678;R-HSA-156682;R-HSA-8961665;R-HSA-174088;R-HSA-187916;R-HSA-8961671;R-HSA-8961688;R-HSA-174097;R-HSA-2545203;R-HSA-69140;R-HSA-69142;R-HSA-69144;R-HSA-156699;R-HSA-174104;R-HSA-174105;R-HSA-187934;R-HSA-174110;R-HSA-69152;R-HSA-380455;R-HSA-3000335;R-HSA-187937;R-HSA-174119;R-HSA-174122;R-HSA-9018017;R-HSA-174120;R-HSA-174121;R-HSA-8961699;R-HSA-174124;R-HSA-187948;R-HSA-187949;R-HSA-75825;R-HSA-156723;R-HSA-75824;R-HSA-2470935;R-HSA-69173;R-HSA-187959;R-HSA-174132;R-HSA-174139;R-HSA-3000339;R-HSA-2245218;R-HSA-174144;R-HSA-2545253;R-HSA-170055;R-HSA-69191;R-HSA-4088441;R-HSA-4088439;R-HSA-69195;R-HSA-174159;R-HSA-69199;R-HSA-174157;R-HSA-170070;R-HSA-174164;R-HSA-380508;R-HSA-174171;R-HSA-170072;R-HSA-8942803;R-HSA-174174;R-HSA-170076;R-HSA-170087;R-HSA-170084;R-HSA-69227;R-HSA-170088;R-HSA-141423;R-HSA-174195;R-HSA-2484822;R-HSA-174202;R-HSA-174203;R-HSA-69754;R-HSA-8942836;R-HSA-69756;R-HSA-141437;R-HSA-187520;R-HSA-174209;R-HSA-9754129;R-HSA-170116;R-HSA-8942607;R-HSA-8962050;R-HSA-9615901;R-HSA-174227;R-HSA-174224;R-HSA-8848414;R-HSA-2473151;R-HSA-8854044;R-HSA-174238;R-HSA-2995376;R-HSA-8854041;R-HSA-187552;R-HSA-8854051;R-HSA-174251;R-HSA-2422927;R-HSA-170158;R-HSA-174255;R-HSA-5244669;R-HSA-170156;R-HSA-8854071;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-174273;R-HSA-5229194;R-HSA-2993898;R-HSA-157906;R-HSA-179410;R-HSA-2529015;R-HSA-9615937;R-HSA-2529020;R-HSA-9615945;R-HSA-2172666;R-HSA-179417;R-HSA-8961619;R-HSA-8961620;R-HSA-179421;R-HSA-2468039;R-HSA-2473152;R-HSA-4088024;R-HSA-8961632;R-HSA-2468041;R-HSA-8961636;R-HSA-2468040;R-HSA-8961651;R-HSA-9648017;R-HSA-2172194;R-HSA-8964492;R-HSA-8852354;R-HSA-8961934;R-HSA-8961920;R-HSA-8964482;R-HSA-2990880;R-HSA-8852362;R-HSA-2294574;R-HSA-2990882;R-HSA-2984226;R-HSA-8961946;R-HSA-2520883;R-HSA-2294580;R-HSA-8853405;R-HSA-8964498;R-HSA-188191;R-HSA-2294590;R-HSA-8961961;R-HSA-8964525;R-HSA-2172678;R-HSA-8961952;R-HSA-8964513;R-HSA-9686969;R-HSA-8853419;R-HSA-176942;R-HSA-68913;R-HSA-2466068;R-HSA-2984220;R-HSA-2429719;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-2301205;R-HSA-2172183;R-HSA-8961982;R-HSA-68918;R-HSA-9634219;R-HSA-8964531;R-HSA-8961972;R-HSA-176956;R-HSA-182594;R-HSA-1362261;R-HSA-9648089;R-HSA-68940;R-HSA-8964550;R-HSA-8961991;R-HSA-68944;R-HSA-68946;R-HSA-68948;R-HSA-9686980;R-HSA-9618378;R-HSA-1363276;R-HSA-8964561;R-HSA-68954;R-HSA-4088162;R-HSA-2980720;R-HSA-113503;R-HSA-1363274;R-HSA-8964567;R-HSA-9648114;R-HSA-68960;R-HSA-162657;R-HSA-8964588;R-HSA-2314566;R-HSA-1363314;R-HSA-4088152;R-HSA-8978926;R-HSA-2314569;R-HSA-2294600;R-HSA-8964580;R-HSA-2984258;R-HSA-1363303;R-HSA-4088141;R-HSA-380272;R-HSA-4088134;R-HSA-1363311;R-HSA-1226094;R-HSA-4088130;R-HSA-1226095;R-HSA-380283;R-HSA-1363306;R-HSA-8962039;R-HSA-2514854;R-HSA-380294;R-HSA-1227670;R-HSA-1227671;R-HSA-380303;R-HSA-1638803;R-HSA-69005;R-HSA-380311;R-HSA-69015;R-HSA-3002811;R-HSA-1363331;R-HSA-380316;R-HSA-69016;R-HSA-2468287;R-HSA-69019;R-HSA-9624845;R-HSA-9668405;R-HSA-9668415;R-HSA-9668389;R-HSA-9668395;R-HSA-8961840;R-HSA-69562;R-HSA-188345;R-HSA-69053;R-HSA-1638821;R-HSA-188350;R-HSA-9668398;R-HSA-8961846;R-HSA-8852280;R-HSA-2288097;R-HSA-2467809;R-HSA-69063;R-HSA-2467811;R-HSA-5223304;R-HSA-4088309;R-HSA-4088306;R-HSA-69068;R-HSA-8852298;R-HSA-4088307;R-HSA-8941895;R-HSA-4088305;R-HSA-8961863;R-HSA-9668419;R-HSA-188371;R-HSA-3000319;R-HSA-8941915;R-HSA-69074;R-HSA-4088298;R-HSA-8852306;R-HSA-4088299;R-HSA-198613;R-HSA-2574845;R-HSA-8852317;R-HSA-8961874;R-HSA-3000310;R-HSA-2574840;R-HSA-2468293;R-HSA-188386;R-HSA-9667952;R-HSA-8852324;R-HSA-188390;R-HSA-174054;R-HSA-113638;R-HSA-174058;R-HSA-8961888;R-HSA-9634169;R-HSA-113643;R-HSA-174057;R-HSA-8852331;R-HSA-2214351;R-HSA-8961895;R-HSA-8856951;R-HSA-8964475;R-HSA-8961915;R-HSA-174070;R-HSA-8852337;R-HSA-8856945;R-HSA-2467794;R-HSA-8852351;R-HSA-8964465;R-HSA-8961907;R-HSA-174079;R-HSA-69116;R-HSA-169468;R-HSA-8964471
R-HSA-191273,Cholesterol biosynthesis,6,77,0.005052493,0.999799219,0.999799219,9,37,0.002614656,9606,Homo sapiens,PDP1;HMGCS1;CYP51A1;DHCR24;DHCR7;LSS,,R-HSA-196402;R-HSA-8952137;R-HSA-196417;R-HSA-194678;R-HSA-191366;R-HSA-9755937;R-HSA-6807055;R-HSA-191323;R-HSA-6807064
R-HSA-9609507,Protein localization,21,170,0.011154856,0.999804711,0.999804711,45,53,0.003745318,9606,Homo sapiens,UBL4A;PEX16;DNAJC19;CYB5A;PHYH;MTX1;MTX2;ATP5MC1;ACOX2;TRIM29;PEX6;UBC;LDHD;TOMM7;ACOT1;HMOX1;MPV17;SLC25A4;COA6;SLC25A13,,R-HSA-1299475;R-HSA-9033485;R-HSA-1299478;R-HSA-9603797;R-HSA-1299476;R-HSA-1307803;R-HSA-1299482;R-HSA-1307802;R-HSA-1299481;R-HSA-1299480;R-HSA-1299487;R-HSA-8986181;R-HSA-9603804;R-HSA-1299484;R-HSA-9033478;R-HSA-9033240;R-HSA-9033499;R-HSA-8953946;R-HSA-9609921;R-HSA-9609860;R-HSA-9610442;R-HSA-9033233;R-HSA-9033232;R-HSA-9033235;R-HSA-9603784;R-HSA-9033491;R-HSA-9033490;R-HSA-9033236;R-HSA-9603791;R-HSA-9033238;R-HSA-9033514;R-HSA-9033516;R-HSA-1268022;R-HSA-9033505;R-HSA-1955380;R-HSA-1268025;R-HSA-9033509;R-HSA-9603775;R-HSA-9617596;R-HSA-9609917;R-HSA-9033533;R-HSA-8953917;R-HSA-9609899;R-HSA-9033527;R-HSA-9033526
R-HSA-9664433,Leishmania parasite growth and survival,25,193,0.012664042,0.999815266,0.999815266,26,40,0.002826655,9606,Homo sapiens,GGT5;GNAZ;SYK;PLK2;ADCY3;ITPR2;PRKX;P3H3;GNG12;ADCY7;GNAI1;IL6;GNGT2;PRKAR2B;GNB2;GNB4;POC1B;MYH9;FYN;CALM1;PRKACA;GGT1;PRKACB,,R-HSA-9664275;R-HSA-9660819;R-HSA-9664273;R-HSA-392129;R-HSA-9664278;R-HSA-9660824;R-HSA-9660828;R-HSA-9663426;R-HSA-169683;R-HSA-74448;R-HSA-169680;R-HSA-9664261;R-HSA-9664271;R-HSA-9664270;R-HSA-9664306;R-HSA-163617;R-HSA-9662710;R-HSA-8951727;R-HSA-9662708;R-HSA-111919;R-HSA-9662781;R-HSA-111925;R-HSA-9662823;R-HSA-111924;R-HSA-266046;R-HSA-111930
R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,25,193,0.012664042,0.999815266,0.999815266,26,40,0.002826655,9606,Homo sapiens,GGT5;GNAZ;SYK;PLK2;ADCY3;ITPR2;PRKX;P3H3;GNG12;ADCY7;GNAI1;IL6;GNGT2;PRKAR2B;GNB2;GNB4;POC1B;MYH9;FYN;CALM1;PRKACA;GGT1;PRKACB,,R-HSA-9664275;R-HSA-9660819;R-HSA-9664273;R-HSA-392129;R-HSA-9664278;R-HSA-9660824;R-HSA-9660828;R-HSA-9663426;R-HSA-169683;R-HSA-74448;R-HSA-169680;R-HSA-9664261;R-HSA-9664271;R-HSA-9664270;R-HSA-9664306;R-HSA-163617;R-HSA-9662710;R-HSA-8951727;R-HSA-9662708;R-HSA-111919;R-HSA-9662781;R-HSA-111925;R-HSA-9662823;R-HSA-111924;R-HSA-266046;R-HSA-111930
R-HSA-189451,Heme biosynthesis,2,46,0.003018373,0.999822426,0.999822426,3,20,0.001413328,9606,Homo sapiens,UROD;COX15,,R-HSA-189425;R-HSA-190182;R-HSA-2995334
R-HSA-3781860,Diseases associated with N-glycosylation of proteins,2,46,0.003018373,0.999822426,0.999822426,2,24,0.001695993,9606,Homo sapiens,NEU1;ALG2,,R-HSA-4341669;R-HSA-4549368
R-HSA-549127,Organic cation transport,1,36,0.002362205,0.99983512,0.99983512,1,9,6.36E-04,9606,Homo sapiens,RUNX1,,R-HSA-549241
R-HSA-927802,Nonsense-Mediated Decay (NMD),13,124,0.008136483,0.999836424,0.999836424,6,6,4.24E-04,9606,Homo sapiens,RPS15;UPF1;UBC;RPL13A;UPF3B;RPL38;RPL22L1;RPL27;AGRN;SOS1;SMG8;RPL26L1,,R-HSA-927836;R-HSA-927789;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),13,124,0.008136483,0.999836424,0.999836424,5,5,3.53E-04,9606,Homo sapiens,RPS15;UPF1;UBC;RPL13A;UPF3B;RPL38;RPL22L1;RPL27;AGRN;SOS1;SMG8;RPL26L1,,R-HSA-927836;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889
R-HSA-9694516,SARS-CoV-2 Infection,71,434,0.02847769,0.999841356,0.999841356,53,210,0.014839941,9606,Homo sapiens,ST6GALNAC2;PRKCSH;CTSV;ZDHHC2;RPS15;IFIH1;YWHAQ;SNRPD1;AKT2;NUP62;AKT1;TRIM25;KPNA2;YWHAG;JAK1;YWHAH;NDC1;ST6GAL1;PRMT1;RIPK2;PARP9;HLA-F;YWHAZ;HSPG2;PARP8;ANO3;IRF3;TRAF3;IRF7;SNRPF;UBE2V1;CHMP6;ISCU;BECN1;NUP205;DDX5;POM121;RPN2;SDC2;SDC3;AAAS;UBE2J1;IRAK1;POM121C;NUP42;NUP85;IRAK2;GPC1;UBC;VPS11;ST3GAL4;MGAT1;SFN;GPC4;SMN1;ST3GAL1;CREBBP;CAV1;EDEM2;ISG15;PARP14;MAVS;STING1;GLOD4;UBE2N;AGRN;NUP37;CRB3;PALS1,,R-HSA-9754518;R-HSA-9685655;R-HSA-9709852;R-HSA-9729437;R-HSA-983426;R-HSA-9694364;R-HSA-909726;R-HSA-9686790;R-HSA-9694341;R-HSA-9729283;R-HSA-9697423;R-HSA-191786;R-HSA-9729725;R-HSA-9699007;R-HSA-9729849;R-HSA-420661;R-HSA-9771686;R-HSA-9696807;R-HSA-9754537;R-HSA-9698988;R-HSA-9705681;R-HSA-9766608;R-HSA-9705299;R-HSA-9729500;R-HSA-9698265;R-HSA-9755359;R-HSA-9708889;R-HSA-9730501;R-HSA-9694529;R-HSA-9694656;R-HSA-9716160;R-HSA-9755328;R-HSA-9694406;R-HSA-9694661;R-HSA-9729730;R-HSA-9756494;R-HSA-9694793;R-HSA-9768142;R-HSA-9694287;R-HSA-918224;R-HSA-9770187;R-HSA-918225;R-HSA-9694579;R-HSA-9697018;R-HSA-9729279;R-HSA-9694718;R-HSA-9754745;R-HSA-9730528;R-HSA-9755747;R-HSA-9755244;R-HSA-168184;R-HSA-9705320;R-HSA-198270
R-HSA-388841,Costimulation by the CD28 family,9,99,0.006496063,0.999847044,0.999847044,23,35,0.002473323,9606,Homo sapiens,PPP2R5E;MAPKAP1;AKT2;PPP2R5B;AKT1;FYN;TNFRSF14;PPP2R5C,,R-HSA-389381;R-HSA-6790087;R-HSA-389348;R-HSA-2317314;R-HSA-389158;R-HSA-389350;R-HSA-388833;R-HSA-388832;R-HSA-388814;R-HSA-388809;R-HSA-389352;R-HSA-389354;R-HSA-389941;R-HSA-198640;R-HSA-389523;R-HSA-2317332;R-HSA-388829;R-HSA-389532;R-HSA-389756;R-HSA-388831;R-HSA-389919;R-HSA-390329;R-HSA-198270
R-HSA-2408557,Selenocysteine synthesis,11,112,0.007349081,0.999848793,0.999848793,3,7,4.95E-04,9606,Homo sapiens,RPS15;SEPSECS;UBC;RPL13A;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1,,R-HSA-2408529;R-HSA-5333615;R-HSA-2408555
R-HSA-379726,Mitochondrial tRNA aminoacylation,2,47,0.00308399,0.999857862,0.999857862,2,21,0.001483994,9606,Homo sapiens,DARS2;YARS2,,R-HSA-380229;R-HSA-380170
R-HSA-168273,Influenza Viral RNA Transcription and Replication,21,173,0.011351706,0.999868241,0.999868241,5,14,9.89E-04,9606,Homo sapiens,NDC1;POM121;NUP205;RPL13A;AAAS;GTF2F2;RPS15;NA;POM121C;NUP42;NUP85;NUP62;UBC;RPL38;RPL22L1;RPL27;AGRN;SOS1;RPL26L1;NUP37,,R-HSA-192627;R-HSA-192704;R-HSA-168326;R-HSA-192841;R-HSA-192925
R-HSA-211976,Endogenous sterols,5,72,0.004724409,0.999868259,0.999868259,5,18,0.001271995,9606,Homo sapiens,CYP39A1;ARNT2;NCOA2;CYP51A1;AHR,,R-HSA-192178;R-HSA-192051;R-HSA-192065;R-HSA-194678;R-HSA-211951
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",1,37,0.002427822,0.999870592,0.999870592,4,10,7.07E-04,9606,Homo sapiens,GAD1,,R-HSA-888589;R-HSA-888572;R-HSA-888577;R-HSA-917744
